36;1900.00;17.15;2216.00;big
36;2055.00;19.70;2358.00;big
37;2921.00;9.80;1944.00;big
37;2882.00;9.70;1899.00;big
38;2831.00;9.70;1841.00;small
38;2839.00;9.93;1784.00;small
39;2899.00;9.80;1776.00;big
39;2909.00;9.70;1841.00;big
40;3315.00;11.18;1977.00;big
40;3220.00;9.70;1957.00;big
40;3324.00;10.50;1881.00;big
40;3228.00;9.70;1888.00;big
41;2538.00;10.95;1599.00;big
41;1391.00;9.70;518.00;big
41;4669.00;9.50;646.00;big
42;2487.00;9.50;1692.00;small
42;2427.00;9.50;1662.00;small
43;2373.00;9.50;1920.00;big
43;2401.00;9.50;1778.00;big
44;2196.00;9.50;2218.00;big
44;2157.00;9.50;2089.00;big
45;2413.00;9.50;2181.00;big
45;2594.00;9.50;2251.00;big
46;3024.00;9.50;2250.00;big
46;25.00;9.50;29.00;big
47;2352.00;9.50;1602.00;big
47;2302.00;9.50;1496.00;big
48;2322.00;9.50;1345.00;big
48;2417.00;9.50;1455.00;big
49;2210.00;9.50;1761.00;big
49;2097.00;9.50;1926.00;big
50;1655.00;9.50;2085.00;big
50;1888.00;9.50;1981.00;big
51;2110.00;9.50;1587.00;big
51;1992.00;9.50;1729.00;big
52;1215.00;9.50;1329.00;big
52;1243.00;9.50;1418.00;big
53;1679.00;9.70;1257.00;big
53;1464.00;9.50;1313.00;big
54;1527.00;9.50;1646.00;big
54;1568.00;9.50;1718.00;big
55;1695.00;9.50;1834.00;big
55;1759.00;9.50;1876.00;big
56;1849.00;9.50;1716.00;big
56;1899.00;9.50;1558.00;big
57;1639.00;9.70;1534.00;big
57;1693.00;9.50;1687.00;big
58;2100.00;9.50;1284.00;big
58;2076.00;9.50;1448.00;big
59;1858.00;9.50;1381.00;big
59;1862.00;9.50;1181.00;big
60;3503.00;9.50;979.00;big
60;3438.00;9.50;764.00;big
61;2264.00;9.50;1081.00;big
61;2056.00;9.50;1083.00;big
62;2498.00;9.50;881.00;big
62;2570.00;9.50;654.00;big
63;1461.00;9.50;308.00;big
63;1676.00;9.50;336.00;big
64;1875.00;9.50;344.00;big
64;2125.00;9.50;372.00;big
65;2753.00;9.50;374.00;big
65;3000.00;9.50;313.00;big
66;2174.00;9.50;806.00;big
66;2051.00;9.50;612.00;big
67;2545.00;9.50;367.00;big
67;2409.00;9.50;404.00;big
68;2613.00;9.50;1571.00;big
68;2542.00;9.50;1515.00;big
69;3016.00;9.70;1484.00;big
69;2935.00;9.50;1462.00;big
70;3289.00;9.50;1599.00;big
70;3272.00;9.50;1686.00;big
71;3753.00;9.50;768.00;big
71;3850.00;9.50;884.00;big
72;3953.00;9.50;993.00;big
72;4067.00;9.50;908.00;big
73;4011.00;9.50;1053.00;big
73;4009.00;9.50;1009.00;big
74;3804.00;9.50;348.00;big
74;3743.00;9.50;543.00;big
75;4120.00;9.50;1023.00;big
75;4212.00;9.50;1174.00;big
76;4271.00;10.15;1289.00;big
76;4380.00;9.50;1372.00;big
77;4296.00;9.50;1544.00;big
77;4284.00;9.50;1446.00;big
78;4436.00;9.50;1192.00;big
78;4428.00;9.50;1044.00;big
79;4462.00;9.50;1575.00;big
79;4551.00;9.50;1726.00;big
80;4263.00;9.50;1053.00;big
80;4275.00;9.50;967.00;big
81;4633.00;9.50;675.00;big
81;4759.00;9.50;609.00;big
82;4500.00;9.50;736.00;big
82;4508.00;9.50;656.00;big
83;4800.00;9.50;775.00;big
83;4928.00;9.50;615.00;big
84;4562.00;9.50;994.00;big
84;4703.00;9.70;855.00;big
85;3263.00;9.50;377.00;big
85;3509.00;9.50;505.00;big
86;4724.00;9.50;352.00;big
86;4958.00;9.50;377.00;big
87;4665.00;9.50;1910.00;big
87;4633.00;9.50;1719.00;big
88;5000.00;9.50;1985.00;big
88;106.00;9.50;2037.00;big
89;805.00;9.50;1630.00;big
89;760.00;9.50;1750.00;big
90;4525.00;9.50;1464.00;big
90;4606.00;9.50;1599.00;big
91;4436.00;9.50;798.00;big
91;4386.00;9.50;754.00;big
92;4213.00;9.50;648.00;big
92;4303.00;9.50;704.00;big
93;4253.00;9.70;838.00;big
93;4312.00;9.70;916.00;big
94;4661.00;9.50;1176.00;big
94;4564.00;9.50;1340.00;big
95;4977.00;9.50;1432.00;big
95;44.00;9.50;1440.00;big
96;4953.00;9.50;1755.00;big
96;10.00;9.50;1781.00;big
97;4957.00;9.70;1001.00;big
97;71.00;9.50;926.00;big
98;4496.00;9.50;334.00;big
98;4313.00;9.50;323.00;big
99;4055.00;9.50;671.00;big
99;4078.00;9.50;387.00;big
100;3063.00;9.50;1317.00;big
100;3214.00;9.50;1121.00;big
101;3765.00;9.50;1034.00;big
101;3840.00;9.50;1130.00;big
102;3260.00;9.50;997.00;big
102;3186.00;9.50;793.00;big
103;3086.00;9.50;600.00;big
103;3067.00;9.50;447.00;big
104;3499.00;9.50;1218.00;big
104;3395.00;9.50;1137.00;big
105;305.00;9.50;1422.00;big
105;392.00;9.50;1261.00;big
106;951.00;9.50;1480.00;big
106;1093.00;9.50;1291.00;big
107;1318.00;9.50;1179.00;big
107;1428.00;9.50;1135.00;big
108;1422.00;9.50;516.00;big
108;1464.00;9.50;749.00;big
109;1389.00;9.50;852.00;big
109;1336.00;9.50;988.00;big
110;1066.00;9.50;945.00;big
110;1089.00;9.50;1169.00;big
111;689.00;9.50;1467.00;big
111;764.00;9.50;1277.00;big
112;243.00;9.50;402.00;big
112;611.00;9.50;375.00;big
113;749.00;9.50;712.00;big
113;605.00;9.50;588.00;big
114;338.00;9.50;1951.00;big
114;1500.00;9.50;1581.00;big
115;680.00;9.50;1726.00;big
115;525.00;9.50;1703.00;big
116;3320.00;15.03;1440.00;big
116;3387.00;12.28;1351.00;big
116;3263.00;15.55;1470.00;big
116;3384.00;10.07;1434.00;big
117;1460.00;9.70;1657.00;big
117;1423.00;9.70;1582.00;big
118;844.00;12.82;1783.00;big
118;826.00;13.98;1726.00;big
119;1165.00;9.70;1481.00;big
119;1166.00;9.70;1556.00;big
120;1172.00;9.70;1754.00;big
120;1211.00;9.70;1660.00;big
121;1538.00;9.70;1771.00;big
121;1432.00;9.70;1736.00;big
122;619.00;11.68;2161.00;big
122;712.00;12.85;2073.00;big
123;1140.00;12.50;1372.00;big
123;1131.00;10.57;1316.00;big
124;1555.00;11.32;1148.00;big
124;1465.00;15.12;1030.00;big
125;1873.00;10.45;666.00;big
125;1952.00;11.20;705.00;big
126;2605.00;9.85;1497.00;big
126;2544.00;12.78;1479.00;big
126;2680.00;9.50;1464.00;big
126;2688.00;9.70;1492.00;big
126;2706.00;9.70;1441.00;big
126;2596.00;11.15;1474.00;big
126;2642.00;12.40;1493.00;big
127;2853.00;9.80;1213.00;big
127;2428.00;9.70;1266.00;big
127;2747.00;10.05;1394.00;big
127;2546.00;9.70;1371.00;big
127;2924.00;9.70;1373.00;big
127;2692.00;9.70;1201.00;big
128;3023.00;9.70;1327.00;big
128;2931.00;9.70;1418.00;big
128;2990.00;9.70;1398.00;big
129;2992.00;13.78;1556.00;big
129;3107.00;13.70;1565.00;big
130;3053.00;9.70;1737.00;big
130;2987.00;9.70;1765.00;big
131;2976.00;9.70;1841.00;big
131;3031.00;9.80;1857.00;big
132;3048.00;9.85;1943.00;big
132;2978.00;9.70;1946.00;big
133;3175.00;10.15;1859.00;big
133;3121.00;9.70;1912.00;big
133;3090.00;10.40;1812.00;big
134;3158.00;15.07;1626.00;small
134;3211.00;10.65;1591.00;small
135;3126.00;9.70;1692.00;big
135;3195.00;9.70;1690.00;big
136;3651.00;15.10;1776.00;big
136;3709.00;9.50;1752.00;big
136;3482.00;9.70;1786.00;big
136;3628.00;10.23;1825.00;big
136;3475.00;9.70;1829.00;big
136;3595.00;13.98;1735.00;big
136;3561.00;10.45;1793.00;big
136;3542.00;10.30;1840.00;big
136;3748.00;12.78;1738.00;big
136;3519.00;10.23;1736.00;big
136;3433.00;9.70;1817.00;big
137;3278.00;9.70;1730.00;big
137;3167.00;9.70;1766.00;big
137;3227.00;9.70;1797.00;big
137;3292.00;9.70;1821.00;big
138;3399.00;10.73;1811.00;big
138;3394.00;10.82;1848.00;big
138;3371.00;15.32;1812.00;big
138;3387.00;19.12;1896.00;big
138;3380.00;12.73;1938.00;big
139;2978.00;13.88;591.00;big
139;2931.00;13.35;512.00;big
139;2857.00;11.95;529.00;big
140;2468.00;9.70;1094.00;big
140;2672.00;9.70;1095.00;big
140;2558.00;9.73;1074.00;big
140;2461.00;9.70;1150.00;big
140;2572.00;9.70;1155.00;big
141;3853.00;9.70;1312.00;big
141;3788.00;9.70;1300.00;big
142;4032.00;10.28;1228.00;big
142;4070.00;10.90;1155.00;big
143;4195.00;9.70;1551.00;big
143;4231.00;9.70;1512.00;big
144;3957.00;13.78;1594.00;big
144;4034.00;15.55;1509.00;big
145;3660.00;12.80;1548.00;big
145;3820.00;19.30;1559.00;big
146;3816.00;22.83;1407.00;big
146;3730.00;21.95;1456.00;big
146;3746.00;12.90;1373.00;big
147;3999.00;9.90;2156.00;big
147;3787.00;9.70;2196.00;big
148;4520.00;10.70;1749.00;big
148;4454.00;9.70;1674.00;big
149;4103.00;9.88;2004.00;big
149;4002.00;11.28;1889.00;big
150;3138.00;9.70;1990.00;big
150;3163.00;9.80;1968.00;big
150;3078.00;9.70;2049.00;big
150;3089.00;9.70;1998.00;big
150;3175.00;9.70;2024.00;big
150;3152.00;9.70;2086.00;big
150;3113.00;9.70;1975.00;big
150;3100.00;9.70;2086.00;big
151;3605.00;9.70;2006.00;big
151;3660.00;9.70;1876.00;big
151;3732.00;9.70;1879.00;big
151;3707.00;9.70;1946.00;big
151;3659.00;9.70;1952.00;big
151;3741.00;9.70;2028.00;big
151;3778.00;9.70;1939.00;big
152;3976.00;15.35;1710.00;big
152;3912.00;14.93;1681.00;big
152;4036.00;13.85;1645.00;big
152;4063.00;13.25;1727.00;big
152;4099.00;12.32;1657.00;big
152;4160.00;11.32;1722.00;big
152;3925.00;14.93;1636.00;big
153;3707.00;9.70;1331.00;big
153;3660.00;9.70;1401.00;big
154;4438.00;12.48;1464.00;big
154;4537.00;10.18;1538.00;big
155;4240.00;10.70;1621.00;big
155;4298.00;9.70;1606.00;big
156;4258.00;9.70;447.00;big
156;4495.00;9.70;425.00;big
157;4977.00;10.20;317.00;big
157;5060.00;10.00;417.00;big
158;4133.00;9.70;784.00;big
158;4073.00;9.70;792.00;big
158;4254.00;9.70;768.00;big
158;4321.00;9.70;755.00;big
158;4185.00;9.70;773.00;big
159;4209.00;9.70;964.00;big
159;4147.00;9.70;896.00;big
160;4272.00;9.70;1158.00;big
160;4317.00;10.12;1032.00;big
161;2257.00;9.70;2135.00;small
161;2316.00;9.90;2164.00;small
162;3466.00;15.70;1462.00;big
162;3531.00;19.50;1486.00;big
163;1625.00;9.70;924.00;big
163;1715.00;9.70;954.00;big
164;4209.00;11.38;1335.00;big
164;4245.00;9.90;1377.00;big
165;4050.00;13.88;1353.00;big
165;4144.00;9.70;1348.00;big
166;1416.00;9.50;1942.00;big
166;1356.00;9.50;2062.00;big
167;4520.00;13.62;847.00;big
167;4630.00;11.18;781.00;big
168;2759.00;9.50;1638.00;big
168;2799.00;9.50;1612.00;big
169;2684.00;9.70;1582.00;big
169;2677.00;9.75;1621.00;big
170;1361.00;9.50;1420.00;big
170;1472.00;9.50;1437.00;big
171;557.00;9.50;2015.00;big
171;714.00;9.50;1880.00;big
172;214.00;9.50;1007.00;big
172;402.00;9.50;936.00;big
173;2605.00;9.50;1956.00;big
173;2637.00;9.50;1904.00;big
174;2620.00;9.50;2002.00;big
174;2687.00;9.50;2176.00;big
175;811.00;9.50;992.00;big
175;600.00;9.50;969.00;big
176;316.00;9.50;1682.00;big
176;102.00;9.50;1741.00;big
177;4766.00;9.50;1612.00;big
177;4721.00;9.50;1439.00;big
178;77.00;9.50;646.00;big
178;5071.00;9.70;618.00;big
179;365.00;9.50;749.00;big
179;345.00;9.50;572.00;big
180;90.00;9.50;1178.00;big
180;5085.00;9.50;1202.00;big
181;3231.00;9.70;728.00;big
181;3199.00;9.70;647.00;big
182;2484.00;13.82;1464.00;big
182;2413.00;9.70;1382.00;big
183;2795.00;9.70;1152.00;big
183;2828.00;9.70;1080.00;big
184;2728.00;10.85;1049.00;big
184;2700.00;10.53;989.00;big
185;3042.00;9.70;652.00;big
185;3078.00;11.28;763.00;big
186;4349.00;12.05;1582.00;big
186;4367.00;9.70;1515.00;big
187;4032.00;9.70;851.00;big
187;3979.00;9.70;915.00;big
188;3962.00;9.70;1036.00;big
188;4000.00;9.70;959.00;big
189;3905.00;9.70;1264.00;big
189;3922.00;9.70;1185.00;big
190;3576.00;9.70;1430.00;big
190;3510.00;10.07;1348.00;big
191;2897.00;10.88;2238.00;big
191;2771.00;9.50;2170.00;big
192;2766.00;10.40;2070.00;big
192;2765.00;9.70;2018.00;big
193;4442.00;9.70;688.00;big
193;4360.00;9.70;652.00;big
194;4619.00;9.70;386.00;big
194;4617.00;9.70;563.00;big
195;4481.00;9.70;534.00;big
195;4325.00;9.70;536.00;big
196;3193.00;11.05;1287.00;big
196;3215.00;9.95;1330.00;big
197;1504.00;12.10;1705.00;big
197;1574.00;9.70;1746.00;big
198;1296.00;9.70;1696.00;big
198;1364.00;9.70;1675.00;big
199;942.00;14.32;1771.00;big
199;1029.00;13.25;1734.00;big
200;3977.00;18.40;1509.00;big
200;3887.00;22.15;1502.00;big
201;1489.00;9.70;917.00;big
201;1543.00;18.90;769.00;big
202;2898.00;9.70;1491.00;big
202;2922.00;9.50;1539.00;big
203;3281.00;9.50;1340.00;big
203;3349.00;9.70;1329.00;big
204;990.00;9.70;1477.00;big
204;1074.00;13.93;1417.00;big
205;1278.00;9.70;1275.00;big
205;1206.00;9.70;1270.00;big
206;2818.00;9.70;1941.00;big
206;2770.00;9.50;1881.00;big
207;2713.00;9.50;1922.00;big
207;2705.00;9.50;1881.00;big
208;2534.00;9.70;1717.00;big
208;2552.00;9.70;1755.00;big
209;958.00;9.70;569.00;big
209;2462.00;10.93;1612.00;big
210;101.00;9.50;2057.00;big
210;2476.00;10.03;1545.00;big
211;1269.00;9.70;1532.00;big
211;1373.00;9.70;1510.00;big
212;1151.00;9.50;2063.00;big
212;1158.00;9.70;1886.00;big
213;1652.00;9.70;1759.00;big
213;1619.00;9.70;1775.00;big
214;1404.00;13.23;1624.00;big
214;1337.00;9.88;1591.00;big
215;2790.00;13.70;672.00;big
215;2792.00;13.60;602.00;big
216;2987.00;9.70;1111.00;big
216;3010.00;9.70;1225.00;big
217;3058.00;12.38;886.00;big
217;3051.00;13.90;975.00;big
218;877.00;11.98;1580.00;big
218;827.00;9.70;1650.00;big
219;1063.00;18.05;1615.00;big
219;979.00;13.45;1590.00;big
220;1673.00;9.70;1896.00;big
220;1766.00;9.70;1805.00;big
221;939.00;10.10;1923.00;big
221;1047.00;9.93;1911.00;big
222;915.00;9.70;2074.00;big
222;1065.00;9.70;2080.00;big
223;2963.00;12.95;770.00;big
223;2938.00;12.40;644.00;big
224;2792.00;10.65;837.00;big
224;2759.00;13.90;759.00;big
225;2757.00;9.70;1421.00;big
225;2859.00;9.70;1419.00;big
226;2344.00;9.70;1155.00;big
226;2388.00;9.70;1082.00;big
227;2964.00;9.50;937.00;big
227;2937.00;10.53;1005.00;big
228;4036.00;9.70;1085.00;big
228;4085.00;9.70;1104.00;big
229;3994.00;9.70;1138.00;big
229;3972.00;9.70;1195.00;big
230;3659.00;9.70;1071.00;big
230;3694.00;9.70;1025.00;big
231;3745.00;12.12;1231.00;big
231;3680.00;9.70;1149.00;big
232;3054.00;9.50;1420.00;big
232;3065.00;9.70;1483.00;big
233;1502.00;9.70;1826.00;big
233;1493.00;9.70;2028.00;big
234;1285.00;9.70;1852.00;big
234;1389.00;9.70;1799.00;big
235;749.00;13.50;1982.00;big
235;822.00;13.05;1852.00;big
236;3141.00;10.45;1222.00;big
236;3200.00;12.40;1164.00;big
237;3105.00;12.00;1365.00;big
237;3120.00;10.90;1300.00;big
238;3299.00;9.70;1288.00;big
238;3341.00;9.70;1227.00;big
239;3206.00;13.38;1540.00;big
239;3275.00;17.88;1512.00;big
240;3322.00;12.82;1381.00;big
240;3231.00;12.73;1458.00;big
241;3326.00;10.60;1478.00;big
241;3384.00;13.75;1505.00;big
242;4266.00;11.00;1764.00;big
242;4349.00;9.70;1721.00;big
243;4349.00;9.85;1635.00;big
243;4415.00;9.70;1674.00;big
244;4156.00;13.95;1600.00;big
244;4201.00;11.75;1662.00;big
245;4145.00;13.73;1549.00;big
245;4100.00;12.98;1513.00;big
246;4076.00;10.30;1422.00;big
246;4139.00;9.70;1408.00;big
247;4238.00;9.70;1431.00;big
247;4176.00;9.70;1469.00;big
248;4099.00;9.70;1274.00;big
248;4161.00;9.70;1287.00;big
249;4010.00;12.40;1287.00;big
249;3972.00;15.00;1327.00;big
250;4003.00;20.43;1425.00;big
250;3915.00;21.73;1400.00;big
251;3647.00;21.77;1475.00;big
251;3623.00;20.75;1489.00;big
252;3753.00;9.70;1663.00;big
252;3840.00;12.45;1647.00;big
253;3640.00;9.70;1272.00;big
253;3710.00;9.70;1257.00;big
254;3608.00;10.25;1337.00;big
254;3565.00;9.70;1278.00;big
255;4459.00;12.35;1807.00;big
255;4367.00;9.70;1847.00;big
256;4084.00;13.18;1799.00;big
256;4187.00;12.28;1874.00;big
257;57.00;9.70;2187.00;big
257;4827.00;9.70;1928.00;big
258;4723.00;11.62;2039.00;big
258;4472.00;10.95;1925.00;big
259;4390.00;14.55;2145.00;big
259;4687.00;9.70;2135.00;big
260;4257.00;9.70;2159.00;big
260;4334.00;10.93;1988.00;big
261;3800.00;9.70;1855.00;big
261;3727.00;9.70;1829.00;big
262;3861.00;11.48;1911.00;big
262;3893.00;10.82;1994.00;big
263;3661.00;9.70;2109.00;big
263;3507.00;9.70;2141.00;big
264;3280.00;9.70;2044.00;big
264;3358.00;9.70;2157.00;big
265;3016.00;9.70;2102.00;big
265;3031.00;9.70;2036.00;big
266;3929.00;17.75;1804.00;big
266;3864.00;13.45;1738.00;big
267;3420.00;9.70;1557.00;big
267;3347.00;9.70;1637.00;big
268;3614.00;18.75;1617.00;big
268;3671.00;9.70;1689.00;big
269;3543.00;14.57;1553.00;big
269;3488.00;9.70;1577.00;big
270;3497.00;9.70;1645.00;big
270;3383.00;9.88;1746.00;big
271;2926.00;13.85;821.00;big
271;2878.00;10.07;889.00;big
272;2836.00;9.70;979.00;big
272;2782.00;9.95;907.00;big
273;3130.00;10.55;1129.00;big
273;3099.00;12.78;1167.00;big
274;3209.00;10.75;1087.00;big
274;3156.00;9.70;1035.00;big
275;2683.00;9.70;1903.00;big
275;2694.00;9.70;1862.00;big
276;2844.00;10.70;2162.00;big
276;2811.00;10.25;2119.00;big
277;2928.00;9.70;2121.00;big
277;2940.00;10.12;2201.00;big
278;2883.00;9.70;2063.00;big
278;2893.00;9.70;2014.00;big
279;2880.00;9.50;2113.00;big
279;2841.00;9.50;2031.00;big
280;1766.00;9.70;1059.00;big
280;1656.00;9.70;1087.00;big
281;1754.00;9.70;651.00;big
281;1682.00;9.70;617.00;big
282;1758.00;9.70;502.00;big
282;1828.00;9.85;589.00;big
283;1600.00;9.70;376.00;big
283;1567.00;9.70;277.00;big
284;1562.00;16.38;482.00;big
284;1596.00;20.65;627.00;big
285;1864.00;9.70;880.00;big
285;1871.00;9.70;959.00;big
286;2026.00;10.18;892.00;big
286;1958.00;12.45;828.00;big
287;1641.00;20.60;713.00;big
287;1617.00;9.70;784.00;big
288;1836.00;10.18;763.00;big
288;1728.00;9.70;771.00;big
